trading_symbol,sector,industry,market_cap
AUTOIND,Automobile and Auto Components,Auto Components,298.0
JAMNAAUTO,Automobile and Auto Components,Auto Components,4356.0
FIEMIND,Automobile and Auto Components,Auto Components,5896.0
LGBBROSLTD,Automobile and Auto Components,Auto Components,5813.0
JAYBARMARU,Automobile and Auto Components,Auto Components,986.0
RACLGEAR,Automobile and Auto Components,Auto Components,1302.0
BANCOINDIA,Automobile and Auto Components,Auto Components,11569.0
BHARATSE,Automobile and Auto Components,Auto Components,1176.0
TALBROAUTO,Automobile and Auto Components,Auto Components,1741.0
NRBBEARING,Automobile and Auto Components,Auto Components,2786.0
STUDDS,Automobile and Auto Components,Auto Components,2173.0
CARRARO,Automobile and Auto Components,Auto Components,3071.0
MENONBE,Automobile and Auto Components,Auto Components,646.0
ASAL,Automobile and Auto Components,Auto Components,848.0
ASKAUTOLTD,Automobile and Auto Components,Auto Components,9179.0
JTEKTINDIA,Automobile and Auto Components,Auto Components,4443.0
MSUMI,Automobile and Auto Components,Auto Components,31799.0
KROSS,Automobile and Auto Components,Auto Components,1181.0
MMFL,Automobile and Auto Components,Auto Components,1460.0
SUPRAJIT,Automobile and Auto Components,Auto Components,6288.0
VARROC,Automobile and Auto Components,Auto Components,9930.0
HINDCOMPOS,Automobile and Auto Components,Auto Components,679.0
TIINDIA,Automobile and Auto Components,Auto Components,59085.0
OMAXAUTO,Automobile and Auto Components,Auto Components,205.0
AUTOAXLES,Automobile and Auto Components,Auto Components,2517.0
LUMAXTECH,Automobile and Auto Components,Auto Components,9746.0
URAVIDEF,Automobile and Auto Components,Auto Components,248.0
SHRIPISTON,Automobile and Auto Components,Auto Components,11916.0
SANDHAR,Automobile and Auto Components,Auto Components,3343.0
MOTHERSON,Automobile and Auto Components,Auto Components,115514.0
BELRISE,Automobile and Auto Components,Auto Components,14625.0
WHEELS,Automobile and Auto Components,Auto Components,2157.0
SKFINDIA,Automobile and Auto Components,Auto Components,10131.0
PRICOLLTD,Automobile and Auto Components,Auto Components,7176.0
HITECHGEAR,Automobile and Auto Components,Auto Components,1381.0
JBMA,Automobile and Auto Components,Auto Components,14918.0
SUNDRMFAST,Automobile and Auto Components,Auto Components,20047.0
RICOAUTO,Automobile and Auto Components,Auto Components,1326.0
EXIDEIND,Automobile and Auto Components,Auto Components,32211.0
SJS,Automobile and Auto Components,Auto Components,5621.0
UNOMINDA,Automobile and Auto Components,Auto Components,74997.0
BHARATFORG,Automobile and Auto Components,Auto Components,66234.0
LUMAXIND,Automobile and Auto Components,Auto Components,4586.0
IGARASHI,Automobile and Auto Components,Auto Components,1505.0
SANSERA,Automobile and Auto Components,Auto Components,9622.0
ARE&M,Automobile and Auto Components,Auto Components,17631.0
ENDURANCE,Automobile and Auto Components,Auto Components,37715.0
SETCO,Automobile and Auto Components,Auto Components,238.0
UCAL,Automobile and Auto Components,Auto Components,275.0
ASAHIINDIA,Automobile and Auto Components,Auto Components,24637.0
CIEINDIA,Automobile and Auto Components,Auto Components,16282.0
NDRAUTO,Automobile and Auto Components,Auto Components,2118.0
UNIPARTS,Automobile and Auto Components,Auto Components,2188.0
RML,Automobile and Auto Components,Auto Components,2256.0
FMGOETZE,Automobile and Auto Components,Auto Components,2942.0
ALICON,Automobile and Auto Components,Auto Components,1429.0
PRECAM,Automobile and Auto Components,Auto Components,1778.0
ROLEXRINGS,Automobile and Auto Components,Auto Components,3012.0
DIVGIITTS,Automobile and Auto Components,Auto Components,1954.0
PRITIKAUTO,Automobile and Auto Components,Auto Components,250.0
STERTOOLS,Automobile and Auto Components,Auto Components,1082.0
SHIVAMAUTO,Automobile and Auto Components,Auto Components,369.0
SCHAEFFLER,Automobile and Auto Components,Auto Components,63983.0
MINDACORP,Automobile and Auto Components,Auto Components,14307.0
CRAFTSMAN,Automobile and Auto Components,Auto Components,16106.0
SUNDRMBRAK,Automobile and Auto Components,Auto Components,293.0
ZFCVINDIA,Automobile and Auto Components,Auto Components,23985.0
GNA,Automobile and Auto Components,Auto Components,1354.0
BHARATGEAR,Automobile and Auto Components,Auto Components,166.0
SONACOMS,Automobile and Auto Components,Auto Components,29998.0
SINTERCOM,Automobile and Auto Components,Auto Components,321.0
RKFORGE,Automobile and Auto Components,Auto Components,9920.0
BOSCHLTD,Automobile and Auto Components,Auto Components,108537.0
SHARDAMOTR,Automobile and Auto Components,Auto Components,5896.0
PAVNAIND,Automobile and Auto Components,Auto Components,506.0
SUNCLAY,Automobile and Auto Components,Auto Components,2783.0
MUNJALAU,Automobile and Auto Components,Auto Components,880.0
RAJRATAN,Automobile and Auto Components,Auto Components,2401.0
SSWL,Automobile and Auto Components,Auto Components,3267.0
MUNJALSHOW,Automobile and Auto Components,Auto Components,515.0
GABRIEL,Automobile and Auto Components,Auto Components,16799.0
INDNIPPON,Automobile and Auto Components,Auto Components,2083.0
PPAP,Automobile and Auto Components,Auto Components,334.0
REMSONSIND,Automobile and Auto Components,Auto Components,453.0
JMA,Automobile and Auto Components,Auto Components,200.0
IMPAL,Automobile and Auto Components,Auto Components,1294.0
TVSSRICHAK,Automobile and Auto Components,Auto Components,3316.0
BALKRISIND,Automobile and Auto Components,Auto Components,45126.0
CEATLTD,Automobile and Auto Components,Auto Components,16106.0
MRF,Automobile and Auto Components,Auto Components,66724.0
JKTYRE,Automobile and Auto Components,Auto Components,12588.0
MODIRUBBER,Automobile and Auto Components,Auto Components,293.0
APOLLOTYRE,Automobile and Auto Components,Auto Components,32854.0
TOLINS,Automobile and Auto Components,Auto Components,671.0
ATHERENERG,Automobile and Auto Components,Automobiles,24722.0
HEROMOTOCO,Automobile and Auto Components,Automobiles,110658.0
OLAELEC,Automobile and Auto Components,Automobiles,18636.0
BAJAJ-AUTO,Automobile and Auto Components,Automobiles,245886.0
TVSMOTOR,Automobile and Auto Components,Automobiles,160575.0
EICHERMOT,Automobile and Auto Components,Automobiles,183478.0
PVSL,Automobile and Auto Components,Automobiles,1051.0
LANDMARK,Automobile and Auto Components,Automobiles,2319.0
FORCEMOT,Automobile and Auto Components,Automobiles,22886.0
M&M,Automobile and Auto Components,Automobiles,457146.0
MARUTI,Automobile and Auto Components,Automobiles,491977.0
OLECTRA,Automobile and Auto Components,Automobiles,11526.0
TMPV,Automobile and Auto Components,Automobiles,143252.0
HYUNDAI,Automobile and Auto Components,Automobiles,191605.0
PARAS,Capital Goods,Aerospace & Defense,6192.0
BDL,Capital Goods,Aerospace & Defense,59053.0
AXISCADES,Capital Goods,Aerospace & Defense,6619.0
ZENTEC,Capital Goods,Aerospace & Defense,12958.0
GRSE,Capital Goods,Aerospace & Defense,33020.0
ROSSTECH,Capital Goods,Aerospace & Defense,2563.0
DATAPATTNS,Capital Goods,Aerospace & Defense,17316.0
MTARTECH,Capital Goods,Aerospace & Defense,8122.0
DCXINDIA,Capital Goods,Aerospace & Defense,2287.0
UNIMECH,Capital Goods,Aerospace & Defense,5060.0
AVANTEL,Capital Goods,Aerospace & Defense,4334.0
APOLLO,Capital Goods,Aerospace & Defense,9389.0
BEL,Capital Goods,Aerospace & Defense,308984.0
IDEAFORGE,Capital Goods,Aerospace & Defense,2000.0
HAL,Capital Goods,Aerospace & Defense,316591.0
ASTRAMICRO,Capital Goods,Aerospace & Defense,9514.0
CYIENTDLM,Capital Goods,Aerospace & Defense,3400.0
NIBE,Capital Goods,Aerospace & Defense,1657.0
MIDHANI,Capital Goods,Aerospace & Defense,6819.0
ATULAUTO,Capital Goods,Agricultural Commercial & Construction Vehicles,1296.0
ASHOKLEY,Capital Goods,Agricultural Commercial & Construction Vehicles,87285.0
AJAXENGG,Capital Goods,Agricultural Commercial & Construction Vehicles,7162.0
TIL,Capital Goods,Agricultural Commercial & Construction Vehicles,1900.0
BEML,Capital Goods,Agricultural Commercial & Construction Vehicles,16711.0
ACE,Capital Goods,Agricultural Commercial & Construction Vehicles,11682.0
JKIPL,Capital Goods,Agricultural Commercial & Construction Vehicles,454.0
INDOFARM,Capital Goods,Agricultural Commercial & Construction Vehicles,1053.0
VSTTILLERS,Capital Goods,Agricultural Commercial & Construction Vehicles,4902.0
ESCORTS,Capital Goods,Agricultural Commercial & Construction Vehicles,39679.0
GVPIL,Capital Goods,Electrical Equipment,2382.0
TARIL,Capital Goods,Electrical Equipment,9551.0
SOLEX,Capital Goods,Electrical Equipment,1847.0
TRANSRAILL,Capital Goods,Electrical Equipment,8786.0
SKIPPER,Capital Goods,Electrical Equipment,5572.0
INDOTECH,Capital Goods,Electrical Equipment,1998.0
TRITURBINE,Capital Goods,Electrical Equipment,17189.0
ABB,Capital Goods,Electrical Equipment,104863.0
JYOTISTRUC,Capital Goods,Electrical Equipment,1385.0
QPOWER,Capital Goods,Electrical Equipment,6476.0
POWERINDIA,Capital Goods,Electrical Equipment,95915.0
TDPOWERSYS,Capital Goods,Electrical Equipment,12189.0
AZAD,Capital Goods,Electrical Equipment,10469.0
SIEMENS,Capital Goods,Electrical Equipment,109407.0
BHEL,Capital Goods,Electrical Equipment,98142.0
INOXWIND,Capital Goods,Electrical Equipment,25670.0
AARTECH,Capital Goods,Electrical Equipment,162.0
SUZLON,Capital Goods,Electrical Equipment,78708.0
EXICOM,Capital Goods,Electrical Equipment,1839.0
CGPOWER,Capital Goods,Electrical Equipment,116761.0
THERMAX,Capital Goods,Electrical Equipment,35842.0
SURANASOL,Capital Goods,Electrical Equipment,151.0
TARAPUR,Capital Goods,Electrical Equipment,74.0
ELECON,Capital Goods,Electrical Equipment,12018.0
BAJEL,Capital Goods,Electrical Equipment,2207.0
SCHNEIDER,Capital Goods,Electrical Equipment,18941.0
ENRIN,Capital Goods,Electrical Equipment,115707.0
SWELECTES,Capital Goods,Electrical Equipment,1193.0
ATLANTAELE,Capital Goods,Electrical Equipment,7359.0
GVT&D,Capital Goods,Electrical Equipment,77833.0
VOLTAMP,Capital Goods,Electrical Equipment,8176.0
NITIRAJ,Capital Goods,Electrical Equipment,197.0
RISHABH,Capital Goods,Electrical Equipment,1526.0
RELTD,Capital Goods,Electrical Equipment,3116.0
APARINDS,Capital Goods,Electrical Equipment,36513.0
PIGL,Capital Goods,Electrical Equipment,274.0
RAMRAT,Capital Goods,Electrical Equipment,2972.0
GENUSPOWER,Capital Goods,Electrical Equipment,10075.0
SERVOTECH,Capital Goods,Electrical Equipment,2293.0
AVALON,Capital Goods,Electrical Equipment,6936.0
PROSTARM,Capital Goods,Electrical Equipment,952.0
WAAREEENER,Capital Goods,Electrical Equipment,95983.0
BBL,Capital Goods,Electrical Equipment,3314.0
DIACABS,Capital Goods,Electrical Equipment,7918.0
MEIL,Capital Goods,Electrical Equipment,1229.0
URJA,Capital Goods,Electrical Equipment,644.0
WAAREERTL,Capital Goods,Electrical Equipment,12061.0
S&SPOWER,Capital Goods,Electrical Equipment,426.0
KECL,Capital Goods,Electrical Equipment,755.0
VIKRAMSOLR,Capital Goods,Electrical Equipment,11445.0
WEBELSOLAR,Capital Goods,Electrical Equipment,5613.0
MODISONLTD,Capital Goods,Electrical Equipment,460.0
SALZERELEC,Capital Goods,Electrical Equipment,1351.0
SAATVIKGL,Capital Goods,Electrical Equipment,5744.0
PREMIERENE,Capital Goods,Electrical Equipment,45435.0
GUJAPOLLO,Capital Goods,Industrial Manufacturing,545.0
DYNAMATECH,Capital Goods,Industrial Manufacturing,6540.0
INDIANHUME,Capital Goods,Industrial Manufacturing,2023.0
EIMCOELECO,Capital Goods,Industrial Manufacturing,1017.0
SOMICONVEY,Capital Goods,Industrial Manufacturing,185.0
TRF,Capital Goods,Industrial Manufacturing,355.0
JNKINDIA,Capital Goods,Industrial Manufacturing,1594.0
CENTUM,Capital Goods,Industrial Manufacturing,3595.0
EKC,Capital Goods,Industrial Manufacturing,1593.0
EPACKPEB,Capital Goods,Industrial Manufacturing,3234.0
HPL,Capital Goods,Industrial Manufacturing,2927.0
DEEDEV,Capital Goods,Industrial Manufacturing,1581.0
JASH,Capital Goods,Industrial Manufacturing,3075.0
SYRMA,Capital Goods,Industrial Manufacturing,17232.0
LLOYDSENGG,Capital Goods,Industrial Manufacturing,6735.0
JYOTICNC,Capital Goods,Industrial Manufacturing,21719.0
KANORICHEM,Capital Goods,Industrial Manufacturing,336.0
LOKESHMACH,Capital Goods,Industrial Manufacturing,364.0
MAHEPC,Capital Goods,Industrial Manufacturing,370.0
ICEMAKE,Capital Goods,Industrial Manufacturing,1077.0
MANUGRAPH,Capital Goods,Industrial Manufacturing,57.0
SGLTL,Capital Goods,Industrial Manufacturing,3346.0
PITTIENG,Capital Goods,Industrial Manufacturing,3395.0
DUCON,Capital Goods,Industrial Manufacturing,153.0
HERCULES,Capital Goods,Industrial Manufacturing,553.0
MARINE,Capital Goods,Industrial Manufacturing,3400.0
MAMATA,Capital Goods,Industrial Manufacturing,1030.0
CROWN,Capital Goods,Industrial Manufacturing,154.0
HONAUT,Capital Goods,Industrial Manufacturing,31365.0
ANUP,Capital Goods,Industrial Manufacturing,4897.0
PRAJIND,Capital Goods,Industrial Manufacturing,6075.0
KABRAEXTRU,Capital Goods,Industrial Manufacturing,762.0
RVTH,Capital Goods,Industrial Manufacturing,257.0
LMW,Capital Goods,Industrial Manufacturing,16564.0
THEJO,Capital Goods,Industrial Manufacturing,1819.0
WINDMACHIN,Capital Goods,Industrial Manufacturing,2466.0
MAZDA,Capital Goods,Industrial Manufacturing,506.0
HIRECT,Capital Goods,Industrial Manufacturing,2674.0
SPECTRUM,Capital Goods,Industrial Manufacturing,2380.0
BAJAJINDEF,Capital Goods,Industrial Manufacturing,1155.0
PENIND,Capital Goods,Industrial Manufacturing,3061.0
CPPLUS,Capital Goods,Industrial Manufacturing,19092.0
TEXRAIL,Capital Goods,Industrial Manufacturing,5314.0
KAYNES,Capital Goods,Industrial Manufacturing,42285.0
SHANTIGEAR,Capital Goods,Industrial Manufacturing,3616.0
AFFORDABLE,Capital Goods,Industrial Manufacturing,258.0
TEGA,Capital Goods,Industrial Manufacturing,12917.0
AARON,Capital Goods,Industrial Manufacturing,410.0
MACPOWER,Capital Goods,Industrial Manufacturing,849.0
SALASAR,Capital Goods,Industrial Manufacturing,1647.0
RAJOOENG,Capital Goods,Industrial Manufacturing,1456.0
HONDAPOWER,Capital Goods,Industrial Manufacturing,2566.0
UNIDT,Capital Goods,Industrial Manufacturing,412.0
GALAPREC,Capital Goods,Industrial Manufacturing,955.0
HLEGLAS,Capital Goods,Industrial Manufacturing,3318.0
GMMPFAUDLR,Capital Goods,Industrial Manufacturing,5498.0
WALCHANNAG,Capital Goods,Industrial Manufacturing,1105.0
ATAM,Capital Goods,Industrial Manufacturing,103.0
PREMIER,Capital Goods,Industrial Manufacturing,10.0
INTLCONV,Capital Goods,Industrial Manufacturing,567.0
TITAGARH,Capital Goods,Industrial Manufacturing,11613.0
JWL,Capital Goods,Industrial Manufacturing,12911.0
MAZDOCK,Capital Goods,Industrial Manufacturing,111797.0
COCHINSHIP,Capital Goods,Industrial Manufacturing,45408.0
TIMKEN,Capital Goods,Industrial Products,23034.0
WENDT,Capital Goods,Industrial Products,1653.0
CARBORUNIV,Capital Goods,Industrial Products,16878.0
GRINDWELL,Capital Goods,Industrial Products,17794.0
NIBL,Capital Goods,Industrial Products,74.0
SAGARDEEP,Capital Goods,Industrial Products,47.0
CUBEXTUB,Capital Goods,Industrial Products,131.0
PRECWIRE,Capital Goods,Industrial Products,4900.0
EUROBOND,Capital Goods,Industrial Products,511.0
CENTEXT,Capital Goods,Industrial Products,208.0
RAJMET,Capital Goods,Industrial Products,119.0
UNIVCABLES,Capital Goods,Industrial Products,2931.0
RRKABEL,Capital Goods,Industrial Products,15535.0
KEI,Capital Goods,Industrial Products,39365.0
QUADFUTURE,Capital Goods,Industrial Products,1204.0
FINCABLES,Capital Goods,Industrial Products,11963.0
DYCL,Capital Goods,Industrial Products,1776.0
POLYCAB,Capital Goods,Industrial Products,114876.0
PLAZACABLE,Capital Goods,Industrial Products,194.0
CORDSCABLE,Capital Goods,Industrial Products,220.0
AURIGROW,Capital Goods,Industrial Products,80.0
PARACABLES,Capital Goods,Industrial Products,1216.0
HILTON,Capital Goods,Industrial Products,107.0
STEELCAS,Capital Goods,Industrial Products,2206.0
BALUFORGE,Capital Goods,Industrial Products,6965.0
GANGAFORGE,Capital Goods,Industrial Products,45.0
KALYANIFRG,Capital Goods,Industrial Products,252.0
HAPPYFORGE,Capital Goods,Industrial Products,9732.0
AIAENG,Capital Goods,Industrial Products,34361.0
TIRUPATIFL,Capital Goods,Industrial Products,412.0
NELCAST,Capital Goods,Industrial Products,941.0
SGIL,Capital Goods,Industrial Products,838.0
OSWALPUMPS,Capital Goods,Industrial Products,7468.0
SWARAJENG,Capital Goods,Industrial Products,4885.0
INGERRAND,Capital Goods,Industrial Products,11933.0
ELGIEQUIP,Capital Goods,Industrial Products,15885.0
KIRLOSENG,Capital Goods,Industrial Products,15779.0
KIRLOSBROS,Capital Goods,Industrial Products,13779.0
KSB,Capital Goods,Industrial Products,13204.0
YUKEN,Capital Goods,Industrial Products,1219.0
KIRLPNU,Capital Goods,Industrial Products,7201.0
SHAKTIPUMP,Capital Goods,Industrial Products,9007.0
GREAVESCOT,Capital Goods,Industrial Products,4893.0
CUMMINSIND,Capital Goods,Industrial Products,118725.0
ROTO,Capital Goods,Industrial Products,1186.0
LATTEYS,Capital Goods,Industrial Products,149.0
RPEL,Capital Goods,Industrial Products,4612.0
IFGLEXPOR,Capital Goods,Industrial Products,1687.0
ORIENTCER,Capital Goods,Industrial Products,463.0
VESUVIUS,Capital Goods,Industrial Products,9959.0
HEG,Capital Goods,Industrial Products,9931.0
DENORA,Capital Goods,Industrial Products,398.0
GRAPHITE,Capital Goods,Industrial Products,11100.0
RHIM,Capital Goods,Industrial Products,9982.0
BORORENEW,Capital Goods,Industrial Products,8769.0
SEJALLTD,Capital Goods,Industrial Products,889.0
BOROSCI,Capital Goods,Industrial Products,1103.0
MANINDS,Capital Goods,Industrial Products,3178.0
GPIL,Capital Goods,Industrial Products,18354.0
RHETAN,Capital Goods,Industrial Products,1962.0
USHAMART,Capital Goods,Industrial Products,14074.0
GEEKAYWIRE,Capital Goods,Industrial Products,335.0
ZENITHSTL,Capital Goods,Industrial Products,113.0
AEROFLEX,Capital Goods,Industrial Products,2427.0
TEMBO,Capital Goods,Industrial Products,1170.0
JTLIND,Capital Goods,Industrial Products,2349.0
VENUSPIPES,Capital Goods,Industrial Products,2645.0
ELECTCAST,Capital Goods,Industrial Products,4980.0
BANSALWIRE,Capital Goods,Industrial Products,4932.0
VMSTMT,Capital Goods,Industrial Products,333.0
GANDHITUBE,Capital Goods,Industrial Products,947.0
KRITIKA,Capital Goods,Industrial Products,215.0
DPWIRES,Capital Goods,Industrial Products,352.0
SHYAMMETL,Capital Goods,Industrial Products,23895.0
HITECH,Capital Goods,Industrial Products,2165.0
PRAKASHSTL,Capital Goods,Industrial Products,87.0
MWL,Capital Goods,Industrial Products,644.0
GOODLUCK,Capital Goods,Industrial Products,3831.0
MANAKCOAT,Capital Goods,Industrial Products,1486.0
APLAPOLLO,Capital Goods,Industrial Products,49061.0
MAHSEAMLES,Capital Goods,Industrial Products,7544.0
TIIL,Capital Goods,Industrial Products,5714.0
STEELXIND,Capital Goods,Industrial Products,1125.0
GALLANTT,Capital Goods,Industrial Products,14267.0
MSPL,Capital Goods,Industrial Products,1955.0
RATNAMANI,Capital Goods,Industrial Products,17246.0
SURAJLTD,Capital Goods,Industrial Products,511.0
SMLT,Capital Goods,Industrial Products,138.0
HISARMETAL,Capital Goods,Industrial Products,96.0
VSTL,Capital Goods,Industrial Products,259.0
SHAH,Capital Goods,Industrial Products,261.0
SAMBHV,Capital Goods,Industrial Products,3249.0
BHARATWIRE,Capital Goods,Industrial Products,1336.0
MANAKSIA,Capital Goods,Industrial Products,424.0
HARIOMPIPE,Capital Goods,Industrial Products,1142.0
ELECTHERM,Capital Goods,Industrial Products,1143.0
RAMASTEEL,Capital Goods,Industrial Products,1647.0
RATNAVEER,Capital Goods,Industrial Products,812.0
SURYAROSNI,Capital Goods,Industrial Products,5944.0
WELCORP,Capital Goods,Industrial Products,24185.0
JINDALSAW,Capital Goods,Industrial Products,10823.0
VSSL,Capital Goods,Industrial Products,2704.0
BEDMUTHA,Capital Goods,Industrial Products,368.0
KSL,Capital Goods,Industrial Products,3514.0
KAMDHENU,Capital Goods,Industrial Products,771.0
AEROENTER,Capital Goods,Industrial Products,997.0
JAYNECOIND,Capital Goods,Industrial Products,7190.0
SBCL,Capital Goods,Industrial Products,2716.0
SUNFLAG,Capital Goods,Industrial Products,4659.0
SHAHALLOYS,Capital Goods,Industrial Products,151.0
SCODATUBES,Capital Goods,Industrial Products,1025.0
INCREDIBLE,Capital Goods,Industrial Products,206.0
HBLENGINE,Capital Goods,Industrial Products,28820.0
ADOR,Capital Goods,Industrial Products,1865.0
KIRLOSIND,Capital Goods,Industrial Products,4029.0
DELTAMAGNT,Capital Goods,Industrial Products,80.0
KRN,Capital Goods,Industrial Products,5093.0
HARSHA,Capital Goods,Industrial Products,3583.0
INOXINDIA,Capital Goods,Industrial Products,10894.0
MICEL,Capital Goods,Industrial Products,1156.0
ESABINDIA,Capital Goods,Industrial Products,8128.0
BEARDSELL,Capital Goods,Industrial Products,134.0
SUBROS,Capital Goods,Industrial Products,5833.0
DIFFNKG,Capital Goods,Industrial Products,1377.0
PTCIL,Capital Goods,Industrial Products,25458.0
MALLCOM,Capital Goods,Industrial Products,797.0
SHREERAMA,Capital Goods,Industrial Products,735.0
XPROINDIA,Capital Goods,Industrial Products,2465.0
EMMBI,Capital Goods,Industrial Products,210.0
ROLLT,Capital Goods,Industrial Products,31.0
AERONEU,Capital Goods,Industrial Products,202.0
BALAJEE,Capital Goods,Industrial Products,337.0
AGI,Capital Goods,Industrial Products,5079.0
KANPRPLA,Capital Goods,Industrial Products,483.0
BBTCL,Capital Goods,Industrial Products,394.0
WORTHPERI,Capital Goods,Industrial Products,238.0
ARROWGREEN,Capital Goods,Industrial Products,845.0
JINDALPOLY,Capital Goods,Industrial Products,2439.0
RPPL,Capital Goods,Industrial Products,144.0
PYRAMID,Capital Goods,Industrial Products,558.0
ANTGRAPHIC,Capital Goods,Industrial Products,16.0
MOLDTKPAC,Capital Goods,Industrial Products,2176.0
ORICONENT,Capital Goods,Industrial Products,905.0
TCPLPACK,Capital Goods,Industrial Products,2962.0
HITECHCORP,Capital Goods,Industrial Products,317.0
EPL,Capital Goods,Industrial Products,6420.0
COSMOFIRST,Capital Goods,Industrial Products,2069.0
COMSYN,Capital Goods,Industrial Products,556.0
HUHTAMAKI,Capital Goods,Industrial Products,1791.0
ESTER,Capital Goods,Industrial Products,1034.0
AMDIND,Capital Goods,Industrial Products,107.0
POLYPLEX,Capital Goods,Industrial Products,2831.0
UFLEX,Capital Goods,Industrial Products,3744.0
TPLPLASTEH,Capital Goods,Industrial Products,561.0
GUJRAFFIA,Capital Goods,Industrial Products,26.0
ORIENTLTD,Capital Goods,Industrial Products,82.0
NAHARPOLY,Capital Goods,Industrial Products,725.0
GRWRHITECH,Capital Goods,Industrial Products,8728.0
TIMETECHNO,Capital Goods,Industrial Products,10155.0
PREMIERPOL,Capital Goods,Industrial Products,419.0
APOLLOPIPE,Capital Goods,Industrial Products,1333.0
SHAILY,Capital Goods,Industrial Products,12154.0
FINPIPE,Capital Goods,Industrial Products,11687.0
TIJARIA,Capital Goods,Industrial Products,18.0
RMDRIP,Capital Goods,Industrial Products,1969.0
KRITI,Capital Goods,Industrial Products,525.0
TAINWALCHM,Capital Goods,Industrial Products,184.0
PPL,Capital Goods,Industrial Products,665.0
PRINCEPIPE,Capital Goods,Industrial Products,3455.0
JISLJALEQS,Capital Goods,Industrial Products,3392.0
JAICORPLTD,Capital Goods,Industrial Products,2612.0
TEXMOPIPES,Capital Goods,Industrial Products,157.0
KINGFA,Capital Goods,Industrial Products,5820.0
ASTRAL,Capital Goods,Industrial Products,40746.0
JISLDVREQS,Capital Goods,Industrial Products,58.0
SUPREMEIND,Capital Goods,Industrial Products,47127.0
PIXTRANS,Capital Goods,Industrial Products,1982.0
HARRMALAYA,Capital Goods,Industrial Products,341.0
TINNARUBR,Capital Goods,Industrial Products,1636.0
SAMPANN,Capital Goods,Industrial Products,155.0
RUBFILA,Capital Goods,Industrial Products,447.0
APCOTEXIND,Capital Goods,Industrial Products,2058.0
GRPLTD,Capital Goods,Industrial Products,1039.0
ELGIRUBCO,Capital Goods,Industrial Products,286.0
HSCL,Chemicals,Chemicals & Petrochemicals,22462.0
PCBL,Chemicals,Chemicals & Petrochemicals,12881.0
PRIMO,Chemicals,Chemicals & Petrochemicals,584.0
TECILCHEM,Chemicals,Chemicals & Petrochemicals,38.0
TIRUMALCHM,Chemicals,Chemicals & Petrochemicals,3066.0
INDOBORAX,Chemicals,Chemicals & Petrochemicals,844.0
GUJALKALI,Chemicals,Chemicals & Petrochemicals,4060.0
MANORG,Chemicals,Chemicals & Petrochemicals,467.0
CHEMFAB,Chemicals,Chemicals & Petrochemicals,760.0
JOCIL,Chemicals,Chemicals & Petrochemicals,132.0
CHEMPLASTS,Chemicals,Chemicals & Petrochemicals,5456.0
LORDSCHLO,Chemicals,Chemicals & Petrochemicals,463.0
ANDHRSUGAR,Chemicals,Chemicals & Petrochemicals,1099.0
OCCLLTD,Chemicals,Chemicals & Petrochemicals,526.0
DEEPAKFERT,Chemicals,Chemicals & Petrochemicals,17818.0
IGPL,Chemicals,Chemicals & Petrochemicals,1184.0
TATACHEM,Chemicals,Chemicals & Petrochemicals,21196.0
SADHNANIQ,Chemicals,Chemicals & Petrochemicals,229.0
JGCHEM,Chemicals,Chemicals & Petrochemicals,1622.0
GNFC,Chemicals,Chemicals & Petrochemicals,7425.0
AMNPLST,Chemicals,Chemicals & Petrochemicals,1092.0
SRHHYPOLTD,Chemicals,Chemicals & Petrochemicals,899.0
GHCL,Chemicals,Chemicals & Petrochemicals,5830.0
AKSHARCHEM,Chemicals,Chemicals & Petrochemicals,209.0
SHREEPUSHK,Chemicals,Chemicals & Petrochemicals,1352.0
HPIL,Chemicals,Chemicals & Petrochemicals,161.0
ASAHISONG,Chemicals,Chemicals & Petrochemicals,312.0
PODDARMENT,Chemicals,Chemicals & Petrochemicals,284.0
HEUBACHIND,Chemicals,Chemicals & Petrochemicals,1123.0
KIRIINDUS,Chemicals,Chemicals & Petrochemicals,3148.0
BHAGERIA,Chemicals,Chemicals & Petrochemicals,865.0
BODALCHEM,Chemicals,Chemicals & Petrochemicals,728.0
SUDARSCHEM,Chemicals,Chemicals & Petrochemicals,8139.0
SOLARINDS,Chemicals,Chemicals & Petrochemicals,125057.0
PREMEXPLN,Chemicals,Chemicals & Petrochemicals,3205.0
GOCLCORP,Chemicals,Chemicals & Petrochemicals,1624.0
ELLEN,Chemicals,Chemicals & Petrochemicals,6219.0
REFEX,Chemicals,Chemicals & Petrochemicals,4583.0
LINDEINDIA,Chemicals,Chemicals & Petrochemicals,48876.0
STALLION,Chemicals,Chemicals & Petrochemicals,1701.0
KOTHARIPET,Chemicals,Chemicals & Petrochemicals,855.0
SPLPETRO,Chemicals,Chemicals & Petrochemicals,12269.0
MANALIPETC,Chemicals,Chemicals & Petrochemicals,1173.0
SWANCORP,Chemicals,Chemicals & Petrochemicals,14286.0
AGARIND,Chemicals,Chemicals & Petrochemicals,1218.0
PASUPTAC,Chemicals,Chemicals & Petrochemicals,463.0
RAIN,Chemicals,Chemicals & Petrochemicals,3940.0
TNPETRO,Chemicals,Chemicals & Petrochemicals,981.0
DCW,Chemicals,Chemicals & Petrochemicals,2005.0
DICIND,Chemicals,Chemicals & Petrochemicals,475.0
AETHER,Chemicals,Chemicals & Petrochemicals,11158.0
